Code,Quantity,option_id,warehouse_id,opening_stock,cost,expiry,serial
SG00001183M,1,,2,1,5.43,,
SG00001190M,2,,2,1,5.53,,
SG00001191M,1,,2,1,5.53,,
SG00001192M,3,,2,1,5.53,,
SG00001193M,2,,2,1,5.53,,
SG00001194M,2,,2,1,5.53,,
SG00001195M,2,,2,1,5.53,,
SG00001196M,1,,2,1,5.53,,
SG00001197M,2,,2,1,5.53,,
SG00001198M,1,,2,1,5.53,,
SG00001200M,1,,2,1,5.53,,
SG00001201M,3,,2,1,3.79,,
SG00001202M,3,,2,1,3.79,,
SG00001203M,3,,2,1,3.79,,
SG00001204M,3,,2,1,3.79,,
SG00001205M,2,,2,1,3.79,,
SG00001206M,3,,2,1,3.79,,
SG00001207M,2,,2,1,3.79,,
SG00001208M,4,,2,1,3.79,,
SG00001209M,2,,2,1,3.79,,
SG00001210M,3,,2,1,3.79,,
SG00001211M,3,,2,1,3.79,,
SG00001212M,4,,2,1,3.79,,
SG00001213M,8,,2,1,3.79,,
SG00001214M,7,,2,1,3.79,,
SG00001215M,4,,2,1,3.79,,
SG00001216M,1,,2,1,3.79,,
SG00001217M,3,,2,1,3.79,,
SG00001218M,4,,2,1,3.79,,
SG00001219M,4,,2,1,3.79,,
SG00001220M,4,,2,1,3.79,,
SG00001221M,3,,2,1,3.79,,
SG00001222M,2,,2,1,3.79,,
SG00001223M,6,,2,1,3.79,,
SG00001224M,6,,2,1,3.79,,
SG00001225M,3,,2,1,3.79,,
SG00001226M,2,,2,1,3.79,,
SG00001242M,2,,2,1,3.79,,
SG00001243M,2,,2,1,3.79,,
SG00001244M,2,,2,1,3.79,,
SG00001245M,2,,2,1,3.79,,
SG00001246M,1,,2,1,3.79,,
TG00001039M,7,,2,1,2.57,,
TG00001040M,10,,2,1,2.57,,
SG00001268M,2,,2,1,2.57,,
SG00001269M,4,,2,1,2.57,,
SG00001270M,5,,2,1,2.57,,
SG00001271M,7,,2,1,2.57,,
SG00001272M,4,,2,1,2.57,,
SG00001273M,2,,2,1,2.57,,
SG00001279M,8,,2,1,2.57,,
SG00001280M,5,,2,1,2.57,,
SG00001281M,5,,2,1,2.57,,
SG00001282M,7,,2,1,2.57,,
SG00001283M,7,,2,1,2.57,,
SG00001284M,5,,2,1,2.57,,
SB00001670M,4,,2,1,2.57,,
SB00001671M,4,,2,1,2.57,,
SB00001672M,9,,2,1,2.57,,
SG00001291M,1,,2,1,2.57,,
SG00001292M,4,,2,1,2.57,,
SG00001293M,4,,2,1,2.57,,
SG00001294M,4,,2,1,2.57,,
SG00001295M,3,,2,1,2.57,,
SG00001296M,4,,2,1,2.57,,
TG00001289M,1,,2,1,2.57,,
SB00001702M,1,,2,1,2.57,,
NB00001885M,2,,2,1,2.57,,
NB00001886M,2,,2,1,2.57,,
NB00001887M,2,,2,1,2.57,,
NB00001888M,2,,2,1,2.57,,
NB00001889M,2,,2,1,2.57,,
NB00001890M,2,,2,1,2.57,,
SG00001313M,8,,2,1,2.57,,
SG00001314M,8,,2,1,2.57,,
SG00001315M,3,,2,1,2.57,,
SG00001316M,1,,2,1,2.57,,
NB00002007M,2,,2,1,2.57,,
NB00002008M,2,,2,1,2.57,,
NB00002009M,2,,2,1,2.57,,
NB00002010M,2,,2,1,2.57,,
NB00002011M,2,,2,1,2.57,,
NB00002012M,2,,2,1,2.57,,
NB00002013M,3,,2,1,2.57,,
NB00002014M,4,,2,1,2.57,,
NB00002015M,2,,2,1,2.57,,
SB00002055M,4,,2,1,2.57,,
SB00002056M,3,,2,1,2.57,,
SB00002057M,4,,2,1,2.57,,
SB00002058M,4,,2,1,2.57,,
SB00002059M,4,,2,1,2.57,,
SK00001055M,2,,2,1,2.57,,
SK00001056M,1,,2,1,2.57,,
SK00001057M,2,,2,1,2.57,,
SK00001058M,2,,2,1,2.57,,
SB00002113M,1,,2,1,2.57,,
SB00002114M,7,,2,1,2.57,,
SB00002115M,7,,2,1,2.57,,
TG00001298M,2,,2,1,2.57,,
TG00001299M,2,,2,1,2.57,,
TG00001300M,2,,2,1,2.57,,
TG00001301M,5,,2,1,2.57,,
TG00001302M,3,,2,1,2.57,,
TG00001303M,2,,2,1,2.57,,
TG00001304M,3,,2,1,2.57,,
TG00001305M,3,,2,1,2.57,,
TG00001306M,4,,2,1,2.57,,
TG00001307M,2,,2,1,2.57,,
TG00001308M,2,,2,1,2.57,,
TG00001309M,2,,2,1,2.57,,
SB00002126M,2,,2,1,2.57,,
SB00002127M,2,,2,1,2.57,,
SB00002128M,6,,2,1,2.57,,
SB00002129M,2,,2,1,2.57,,
SG00001627,2,,2,1,2.57,,
SG00001628,2,,2,1,2.57,,
SG00001629,2,,2,1,2.57,,
SG00001630,2,,2,1,2.57,,
SG00001631,2,,2,1,2.57,,
SG00001632,2,,2,1,2.57,,
SG00001645,2,,2,1,2.57,,
SG00001646,2,,2,1,2.57,,
SG00001647,2,,2,1,2.57,,
SG00001648,2,,2,1,2.57,,
SG00001649,2,,2,1,2.57,,
SG00001650,2,,2,1,2.57,,
SK00001059,3,,2,1,2.57,,
SK00001060,3,,2,1,2.57,,
SK00001061,3,,2,1,2.57,,
SK00001062,3,,2,1,2.57,,
SK00001063,3,,2,1,2.57,,
SK00001064,1,,2,1,2.57,,
SK00001065,1,,2,1,2.57,,
SK00001066,1,,2,1,2.57,,
SK00001067,1,,2,1,2.57,,
SK00001068,1,,2,1,2.57,,
SK00001079,2,,2,1,2.57,,
SK00001080,2,,2,1,2.57,,
SK00001081,2,,2,1,2.57,,
SK00001082,2,,2,1,2.57,,
SK00001083,2,,2,1,2.57,,
SK00001089,2,,2,1,2.57,,
SK00001090,2,,2,1,2.57,,
SK00001091,2,,2,1,2.57,,
SK00001092,2,,2,1,2.57,,
SK00001093,2,,2,1,2.57,,
SG00001659,1,,2,1,2.57,,
SG00001660,1,,2,1,2.57,,
SG00001661,1,,2,1,2.57,,
SG00001662,1,,2,1,2.57,,
SB00002185,1,,2,1,2.57,,
SB00002186,1,,2,1,2.57,,
SB00002187,3,,2,1,2.57,,
SB00002188,3,,2,1,2.57,,
SB00002189,2,,2,1,2.57,,
SB00002191,2,,2,1,2.57,,
SB00002192,3,,2,1,2.57,,
SB00002193,3,,2,1,2.57,,
SB00002194,3,,2,1,2.57,,
SB00002195,1,,2,1,2.57,,
SB00002196,6,,2,1,2.57,,
SB00002197,7,,2,1,2.57,,
SB00002198,2,,2,1,2.57,,
DR00003110,7,,2,1,2.57,,
DR00003111,4,,2,1,2.57,,
DR00003112,3,,2,1,2.57,,
DR00003113,2,,2,1,2.57,,
SB00002200,4,,2,1,2.57,,
SB00002201,4,,2,1,2.57,,
SB00002202,1,,2,1,2.57,,
SB00002203,2,,2,1,2.57,,
SB00002204,2,,2,1,2.57,,
SB00002205,2,,2,1,2.57,,
SG00001679,4,,2,1,2.57,,
SG00001680,2,,2,1,2.57,,
SG00001681,4,,2,1,2.57,,
SG00001682,2,,2,1,2.57,,
DR00003114,2,,2,1,2.57,,
DR00003115,6,,2,1,2.57,,
DR00003116,3,,2,1,2.57,,
DR00003117,4,,2,1,2.57,,
SG00001496,2,,2,1,2.57,,
SG00001497,2,,2,1,2.57,,
SG00001498,2,,2,1,2.57,,
SG00001499,2,,2,1,2.57,,
SG00001500,2,,2,1,2.57,,
SG00001501,2,,2,1,2.57,,
SG00001010,2,,2,1,2.57,,
SG00001011,2,,2,1,2.57,,
SG00001012,2,,2,1,2.57,,
SG00001014,2,,2,1,2.57,,
